沸点视频,5145725878,2022-03-10 17:55:52,北京,"更多内容戳链接观看&gt;&gt;<a data-url=""http://t.cn/A6wfkPUv"" href=""http://t.cn/A6wfkPUv"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">沸点视频</span></a>"
金刀王,1203091483,2022-03-10 16:58:44,其他,同学投稿，六号公寓↓
小徐的vb,6297848885,2022-03-10 13:07:12,吉林 长春,"太感动了 终于有人为我们发声了<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
执白zzz,5533693965,2022-03-10 20:42:08,山东 青岛,"呜呜呜，关心一下青岛吧，莱西那2000多了<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>"
dentist步步为莹ing,6068904638,2022-03-10 19:22:55,吉林 吉林,最担心的就是农校只是冰山一角，吉林市疫情防控真相到底如何，希望上级部门或者中央早点介入，解除百姓恐慌<a href='/n/中国新闻网'>@中国新闻网</a> <a href='/n/新华日报'>@新华日报</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/刚刚'>@刚刚</a> <a href='/n/央视新闻'>@央视新闻</a> <a href='/n/红星新闻'>@红星新闻</a> <a href='/n/中国日报'>@中国日报</a> <a href='/n/央视新闻评论'>@央视新闻评论</a>
Super法布施,2827935530,2022-03-10 18:02:20,湖南 长沙,免职就解决了问题吗？
两秒钟的爱恋,5835678903,2022-03-10 16:36:39,安徽,为啥在宿舍还带口罩啊
阿音ing,6195796569,2022-03-10 13:36:24,吉林 长春,吉林农业科技学院学生报道，关注+1
快乐樱瑛英,5233556656,2022-03-10 17:52:46,海外,说成等死也是无语
慵懒的艺术家_,2075617407,2022-03-10 18:13:53,浙江 杭州,查查第一例儿童医院的学生吧，啥玩意啊，医院防控不利，发烧咳嗽不做核酸就打针？第二天还接着上学！查查查！
你好地球人v,1744463333,2022-03-10 18:00:13,海外,那是被家人如珠似宝宠爱的孩子啊！谁看了都着急
白水最最长情,5631745206,2022-03-10 19:58:13,浙江 杭州,一切听党的就没错，之前那么困难都挺过来了
沉睡的锤子,7503588434,2022-03-10 14:28:33,吉林 吉林,谢谢你为吉林发声
蓝胖纸丸子汤,7319989073,2022-03-10 17:51:47,其他,疫情并不可怕，可怕的是管理有问题
要铅笔不要橡皮,1799347991,2022-03-10 14:53:46,其他,这么多🙉
番禺路赵四,6111054834,2022-03-10 18:20:36,上海,这是再往上的领导都撇干净了，微博允许有热搜了。
宇宙三盏灯,5730318644,2022-03-10 16:46:59,吉林,你要是被威胁了你就眨眨眼
一切顺利呦呦,7533465632,2022-03-10 16:17:29,海外 西班牙,"防疫不作为，压事捂嘴就最会！吉林市疫情十几天了，近日天天新增阳性破百，昨天才开疫情发布会<span class=""url-icon""><img alt=[摊手] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-fa05d4eacf.png"" style=""width:1em; height:1em;"" /></span>说菜品充足，但实际很多居民菜品都供应不上。基层工作者累的不像样！疫情三年了，抄作业也该抄差不多了！有些人真是心不在民！失职！太失职了！<a href='/n/人民日报'>@人民日报</a> <a href='/n/中国新闻网'>@中国新闻网</a> <a href='/n/央视新闻'>@央视新闻</a> <a href='/n/人民网'>@人民网</a>"
一树繁花一树锦,6269810883,2022-03-10 17:54:06,其他,高校里志愿者一般都是学生，而且还得悬干部和党员，这是火线机会，一般不到申请不到。年前西安高校也都是学生志愿者爬楼送餐。 很正常。
野原曼鱼丸_,5180066356,2022-03-10 19:24:40,海外 澳大利亚,"也就是说现在这些确诊里 还不包含吉林农业科技的确诊对吗<span class=""url-icon""><img alt=[费解] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[费解] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png"" style=""width:1em; height:1em;"" /></span>吉林省的领导班子是干嘛吃的？"
一介俗人MIAO,1225339854,2022-03-10 17:17:42,河南 郑州,"唉<span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[裂开] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png"" style=""width:1em; height:1em;"" /></span>都2022年了。。还能发生这种事儿 也是够可以的"
萝莉追剧了,1786628015,2022-03-10 18:31:51,山西,靠舆论才能引起关注，这是时代之幸，也是时代之不幸。愿平安
宝呗伊one,6349556953,2022-03-10 16:32:25,北京,发声求救没有错。那算谣言吗。不就是没有能力及时处理好集体传染事件吗。低头认清现实。领导接受批评及时上报省级求救。发声如果有错。就不会有武汉的后来了。生病的学生，起不来的学生。等了几天没有解决。那叫命啊。疫情三年了。不可以发声吗。
kkcake-3-,2049609612,2022-03-10 13:13:19,吉林 吉林,<a href='/n/人民日报'>@人民日报</a>
你是我眼中最亮的星8,5206789618,2022-03-10 19:17:51,黑龙江 大兴安岭,免职轻了，该判刑，人命啊，还是年轻的人
宇宇的张姐,6247897952,2022-03-10 15:37:25,天津,16年去过吉林市，吉林加油！
天涯云辉,1848749775,2022-03-10 21:54:22,北京 东城区,你不是在国外吗？还操心国内的学生啊
acjoKerJ,5168247489,2022-03-10 17:23:19,湖北 武汉,四五线城市应对疫情，无论从资源，人力，财力等方面，都太难了。所以有的时候也能理解下面地级市一刀切政策，突然遭遇疫情爆发，小城市根本没有能力去应对，只能从源头上下狠手。（我在这里没有说一刀切政策是对的）
葡萄不哭happy,5835954810,2022-03-10 18:30:02,江苏 徐州,"就一个党委书记<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>？"
多肉喜肉,6585914574,2022-03-10 16:45:41,宁夏,哪里客观了，就是纯纯自己博热度自己表现吧，火没烧到自己身上在这说大话
浅小光,1231452651,2022-03-10 16:14:53,吉林,"<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>谢谢您为吉林市发声"
小李都不讲道理,5362773394,2022-03-10 17:54:43,其他,学校负责人自己的孩子不在学校无所谓？昨天看了天津那个家长怼小学领导有句话：我就这么一个孩子，谁弄我孩子我弄谁，领导不怕头脑发热的孩子家长直接杀过去？
月玫雾莱,6107985670,2022-03-10 14:53:03,其他,"我的妈呀，希望大家都好好的<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
小遥_yy,1580251630,2022-03-10 21:47:29,其他,一刀切，__特色
不是昵称的昵称_,1739609344,2022-03-10 23:50:19,河南,现在出了事就撤职，好像撤职以后这事儿就能结束一样
Unlimited_Terms,1904848637,2022-03-10 17:36:15,其他,"动态清零堵不住是早晚的事…有空扯皮还不如把重点放在提高三针接种率、准备特效药和重症通道、保证物资供应<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span>"
千里不留行ht,6277491347,2022-03-10 18:23:50,山东,背锅侠一号
逗比中二病,5228131985,2022-03-10 16:42:01,内蒙古 呼和浩特,就问说的那句是谣言学校体育馆现在没住人？图书馆没住人？f楼没住人？你要是学校学生4号没排队一上午做核酸？
郭子不玉玉,5825003397,2022-03-10 13:04:25,吉林 长春,<a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a>
nino76000,1264496802,2022-03-10 17:48:14,天津,这个一段时间，具体是多少天？
芒果越,1655540283,2022-03-10 19:02:23,辽宁,我想起那句讽刺的话，你求助为什么不到微博。现实生活里求助无门居然最后是靠社交软件。太可笑了。
瀚森handsome,7724095062,2022-03-10 18:22:30,其他,再晚点不爆，农校的学生估计要联合起来突出重围了。
KakiLL,7552362657,2022-03-10 22:31:23,其他,"意难平啊，明明是最好的19岁，却不能看世界<span class=""url-icon""><img alt=[悲伤] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png"" style=""width:1em; height:1em;"" /></span>"
不emo联合会执行董事,2442527534,2022-03-10 20:51:45,江苏,我靠！！！！！！阳性也太多了吧！！！！！根本不通报的么
20CTBY,1303952391,2022-03-10 17:17:15,上海 松江区,可惜吉林不是上海，连嘲讽的流量都没有，没人关注啊
小王子回到B612,3283559787,2022-03-10 18:27:21,江苏,没用的各位，只是给你们看看的，免职不是惩罚性措施 只是不担任原职务 可以换个地方继续做。
乌鲁蒂亚s,5249611753,2022-03-10 16:47:55,吉林,你怕是没看过他之前发的那个视频 可以去殷世航微博里看 这名学生就是被当枪使了 不要网暴他 他是敢于发声的人
暔笙81288,6652887673,2022-03-10 16:21:53,其他,大哥说出了我们的心声 都好几天了 我们楼层 十合一有阳性 学校愣是让他们在寝室呆了一天 今天中午才带走  那时候十个人中间已经有好几个人开始发烧了
还是得努力学习哒,6374838764,2022-03-10 17:50:33,重庆,确诊病例经过了我这个区，学校就让我停课…严防死守。学校措施一开始就有问题啊
小胖友平安喜乐,1948589174,2022-03-10 14:57:23,陕西,加油💪🏻
乌袭一江,5863810631,2022-03-10 17:06:49,其他,突出一个谨慎发言
兔兔子不想再秃了,7634868677,2022-03-10 17:19:33,北京,"东北懒政真的很严重<span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span>"
村村油饼,3284513501,2022-03-10 21:45:41,其他,"还有女生生理期没有卫生巾 这也太痛苦了<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>"
慕飒34,6347699593,2022-03-10 17:27:40,其他,全市上百万人，五六所高校，吉林市确实非常难顶。在这种情况下还组织了五次全民核酸，建设了三所方舱医院。确实真的没有其他办法了。
已读不回2021,3073586911,2022-03-10 18:55:26,其他,"咦，学校说的是“省里不让孩子出去隔离”<span class=""url-icon""><img alt=[费解] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png"" style=""width:1em; height:1em;"" /></span>这个处罚特别像“学校不让孩子出去隔离”，所以，到底谁在妨碍疫情防控工作正常开展？"
橙子果酱__,5492375504,2022-03-10 16:50:45,黑龙江 哈尔滨,"他上一个视频还不是这么说的呢  确定这是他自己想发的<span class=""url-icon""><img alt=[疑问] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-40c066d5c3.png"" style=""width:1em; height:1em;"" /></span>"
猕猴桃的奇思妙想_,6344745756,2022-03-10 16:15:20,其他,"太好啦！！！！！<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
蘑大神,3975473772,2022-03-10 18:01:28,天津,把校党委书记和相关领导和确诊同学一起隔离吧，感同身受一下
我是小呀小未名,7726599284,2022-03-10 17:45:19,福建,"最新消息学校党委书记已经被免职了：<a data-url=""http://t.cn/A66q9sf5"" href=""http://t.cn/A66q9sf5"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a>"
Miragekey,6327058750,2022-03-10 18:27:57,海外,"终于爆了，上午看着那些微博可气了<span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span>。有些人真该下课！"
山君迎新2022_kaka,7439342728,2022-03-10 17:21:37,其他,"撤热搜是不是因为今天两会闭幕<span class=""url-icon""><img alt=[疑问] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-40c066d5c3.png"" style=""width:1em; height:1em;"" /></span>"
婉兮清扬202020,7350525855,2022-03-10 23:54:24,其他,我国可不是这样嘛
是口腔科徐医生,7735330168,2022-03-10 17:24:55,江苏 南京,两三年了，还这样，老天爷知道咋弄
深喉的价值,2931759427,2022-03-10 18:06:21,广东 佛山,活该
芽芽不能发芽,5886523896,2022-03-10 16:51:39,四川 成都,能不能滚 这种情况还在这蹭热度？？？
幡动风动是心动,5389414059,2022-03-10 13:21:42,福建 福州,"谢谢你<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>"
周小山的助手,6636657316,2022-03-10 17:50:52,四川,"<span class=""url-icon""><img alt=[傻眼] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_shayan-4e8000eba9.png"" style=""width:1em; height:1em;"" /></span>我朋友去当了几天志愿者，现在是次密接封在家里，希望她没有事"
你好十七--,5040737371,2022-03-10 17:27:51,吉林 通化,"我是吉农科学生，说句公道话，第一例出现的时候已经查不清有多少密接了，学校第一时间就已经采取措施封寝隔离，也没有瞒报，是压根没人关注，学校已经能给的都给了，老师都去做志愿者了，每天给隔离人员的餐费都30万。学校已经连自制中药都掏出来了<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
爱莉鹿羞,7186843810,2022-03-10 17:42:54,内蒙古,不可能一个党委书记就决定这件事了，各级领导都不重视想瞒着，别最后就拉出几个垫背的
收不到评论回复一直被夹,3242543915,2022-03-10 17:23:11,海外,搞不懂为什么要撤热搜，不是应该趁着热搜有人关注，抓紧提出需要求救吗。好怪
周墨在走圈儿,3498243490,2022-03-10 22:40:15,新疆 阿勒泰,说得非常清晰客观，前几天就陆续在同城里看到很多学生发微博求助，不管怎样，问题正在被解决，你们都是勇敢坚强的人，保护好自己，大家一起关注后续，到底为什么！！
子小小渊,6991871189,2022-03-10 19:20:16,黑龙江,我现在在想，虽然学校人口密度大但可能也是全国接种率最高的地方，这都没能达成免疫屏障最终产生了大规模感染，那只能说明目前的疫苗根本没法满足达成群体免疫的要求。疫苗只是减小了后果，防控政策不会因接种计划的进行产生丝毫变化——这也是目前很多人对于后续加强针接种态度消极的主要原因。
RaidenEi影,7716362388,2022-03-10 18:11:44,其他,学校领导说的算吗？上面的人呢？抓个背锅的有意思吗
B1ngB1ng-,1945351903,2022-03-10 16:46:55,吉林 吉林,你们学校给你多少钱
爱吃螺蛳粉5566,5958061142,2022-03-10 13:17:15,吉林 长春,<a href='/n/人民日报'>@人民日报</a>
在路的两头,6799031194,2022-03-10 19:26:47,内蒙古,"入狱都不为过！心疼孩子们！<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png"" style=""width:1em; height:1em;"" /></span>"
我是小小苦行僧,6166956243,2022-03-10 16:36:56,其他,搜狐能处，有事儿他是真发
蛋挞还是榴莲的好,2804035931,2022-03-10 17:26:52,广东 广州,我觉得学校应该是上报了，因为发生疫情也不是会损毁学校声誉的事情，学校没必要压着。但是相关部门没有及时反应和跟进，学校经验人力物力场地都严重不足，病毒迅速传播，才越来越乱。学校肯定有责任，但是上级相关部门更有问题
日本核废水处理好了吗,6605403122,2022-03-10 17:42:22,江苏,不把学生当人看的死东西
安多酚酚,6816436387,2022-03-10 17:27:19,福建,"我们学校出现一例和感染者同航班的人，一个宿舍拉去隔离，然后封校了三个星期<span class=""url-icon""><img alt=[跪了] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guile-a8a737d3a0.png"" style=""width:1em; height:1em;"" /></span>"
想跟拐嘚儿一起玩,2301340995,2022-03-10 21:31:32,北京,"你这样的明白人才应该当领导<span class=""url-icon""><img alt=[鼓掌] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-cca8b296d9.png"" style=""width:1em; height:1em;"" /></span>"
fuhusky,5507847799,2022-03-10 17:23:47,吉林 长春,不会也不敢不作为的，只是应变能力不足➕没有外援导致了现在的结果
泡浴浴Rachel,2096298083,2022-03-10 18:57:58,江苏 苏州,免职有用吗，然后其他岗位启用，这种官僚的管理方式在大东北似乎显而易见，风气太差！
雅利安人是什么人,5453717086,2022-03-10 16:47:42,辽宁 大连,"学生会主席的苗子<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>"
郭子不玉玉,5825003397,2022-03-10 13:04:15,吉林 长春,上！
不再叫局长,2920092401,2022-03-10 19:43:44,北京,我也看到了，我也转发了
明天许光汉就娶我,7732667481,2022-03-10 16:37:22,其他,若今日冷眼旁观，则明日无人为我摇旗呐喊
蘸盐,2794283127,2022-03-10 18:12:11,北京 朝阳区,"建议吉林省纪委和公检法介入。如果有隐瞒疫情、瞒报、包括组织学生吃退烧药掩盖症状等破坏传染病防治的行为，除了党纪政纪处分外，构成犯罪的，一定要顶格追究刑事责任<span class=""url-icon""><img alt=[思考] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-ff9602dd08.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[思考] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-ff9602dd08.png"" style=""width:1em; height:1em;"" /></span>"
丶林少凡,5604419106,2022-03-10 17:23:09,福建 泉州,学校，政府，疾控全有问题
重庆小娱,6179532710,2022-03-10 17:43:47,重庆,"校园疫情大爆发，恐怕不只一个领导下台这么简单<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-c1b3d563bd.png"" style=""width:1em; height:1em;"" /></span>"
啵菜西西,5609171502,2022-03-10 17:33:47,海外 其他,真的，我就是吉林农业科技学院的，本来没事，安排核酸不合理成密接了，和其他密接一个教室，一层楼用同一个厕所，这叫隔离？而且三天前的核酸都还没出结果
偶然-one,2119384803,2022-03-10 17:20:08,其他,星星之火 已经……
Adrian_Zhang_bj,1928594381,2022-03-10 18:40:43,北京,赶紧把学生安置好啊，孩子们太难了
明天也要早起呐,5509692660,2022-03-10 16:48:14,江苏 扬州,"这孩子学生会的吧，说起话来一套套的<span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span>"
阿音ing,6195796569,2022-03-10 13:35:59,吉林 长春,谢谢你，太感动了
来日方丈和腿毛少女,2194312974,2022-03-10 21:59:56,西藏,"舆情大于天哦<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
京京_呀呀呀,5500690810,2022-03-10 16:36:56,辽宁 沈阳,良心媒体！
并不重要就是真理,7412983313,2022-03-10 17:52:06,上海,吉林怎么了
山崎和佳,3200079214,2022-03-10 18:08:03,其他,我想问你。怎么把密接隔离？隔离在哪？？假如密接200人
著名电影群演,2664563673,2022-03-10 17:53:40,其他,吉林人民把这波话题硬推上去了 才造就了所谓的“效率”
缩头猫猫-,5124259833,2022-03-10 17:30:24,海外 其他,"去年年底大连 教科书都摆眼前了吉林那边寻思啥呢<span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span>"
